"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.seed","Input.cmd","Answer.command","Approve","reject"
"3BFNCI9LZN1RIL3ZCEJGQIGHOUO73N","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:43:00 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:43:00 PST 2020","","","34MAJL3QP8YXMIJA0IQBCQSVD5234T","A23TGEQ4CG90PA","Approved","Thu Jan 30 11:00:19 PST 2020","Thu Jan 30 11:00:41 PST 2020","Sun Feb 02 11:00:41 PST 2020","Fri Jan 31 09:02:35 PST 2020","","","22","100% (191/191)","100% (191/191)","100% (191/191)","1001","go to the door in front of you","move in front of a red door"
"3UOMW19E7GH08HLZHEFKL16F316C5B","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:43:00 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:43:00 PST 2020","","","3TXMY6UCAIZSON2RR88P8WXUFAUCQF","A9XX3BUUML3ST","Approved","Thu Jan 30 10:56:18 PST 2020","Thu Jan 30 10:56:44 PST 2020","Sun Feb 02 10:56:44 PST 2020","Fri Jan 31 09:02:35 PST 2020","","","26","100% (26/26)","100% (26/26)","100% (26/26)","1002","open the purple door on your right","go to the purple door"
"307FVKVSZUQC0HM3CSOZ0N8N2UK748","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:43:00 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:43:00 PST 2020","","","34J10VATJJ9J1QORJI4BJZVPSF8QIP","A2ECRNQ3X5LEXD","Approved","Thu Jan 30 10:46:19 PST 2020","Thu Jan 30 10:47:09 PST 2020","Sun Feb 02 10:47:09 PST 2020","Fri Jan 31 09:02:35 PST 2020","","","50","100% (14/14)","100% (14/14)","100% (14/14)","1003","pick up the ball on your right","move to the right and then drop down to grab the purple ball"
"3NBFJK3IPKTZX37MOF72KYRLIO3GOU","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:43:00 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:43:00 PST 2020","","","3GNA64GUZIF7P2TCCYLHUQRKNVR5QN","A2QS8G463BJAUU","Approved","Thu Jan 30 12:27:47 PST 2020","Thu Jan 30 12:27:58 PST 2020","Sun Feb 02 12:27:58 PST 2020","Fri Jan 31 09:02:35 PST 2020","","","11","100% (368/368)","100% (368/368)","100% (368/368)","1004","open a red door","open the red door"
"38RHULDVA1QLY3MJ5PYFM4HN03TWID","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:43:00 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:43:00 PST 2020","","","3I2PTA7R3X5A7LEFJLPNWFA2KJ7QKA","A23LXQ5ZX2YONR","Approved","Thu Jan 30 11:02:38 PST 2020","Thu Jan 30 11:03:14 PST 2020","Sun Feb 02 11:03:14 PST 2020","Fri Jan 31 09:02:35 PST 2020","","","36","100% (90/90)","100% (90/90)","100% (90/90)","1005","open a red door","walk through the red door"
"3EN4YVUOVF3WIEBFXCF10OAUMKPJX6","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:43:11 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:43:11 PST 2020","","","33FOTY3KEQW47JIA6TIA7VPM7YVC1D","A18I566TMVVSFQ","Approved","Thu Jan 30 10:43:48 PST 2020","Thu Jan 30 10:47:27 PST 2020","Sun Feb 02 10:47:27 PST 2020","Fri Jan 31 09:01:50 PST 2020","","","219","100% (1/1)","100% (1/1)","100% (1/1)","1","open the purple door","through the grey door and proceed to pick up the green ball and place it in the previous room then go through the purple door"
"32204AGABENP5MLZK2CC0PUK62PGH6","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:42:59 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:42:59 PST 2020","","","3X31TUMD71XXANCGJ6B9AEF917C1LL","ADYOG78XNLPDE","Approved","Thu Jan 30 10:48:02 PST 2020","Thu Jan 30 10:50:14 PST 2020","Sun Feb 02 10:50:14 PST 2020","Fri Jan 31 09:01:50 PST 2020","","","132","100% (2/2)","100% (2/2)","100% (2/2)","201","go to a yellow door","and pick up green key place green key in the space to the left move forward one space and turn right towards the yellow door"
"385MDVINGFQHTE6PN7JFY5WNDIIWJP","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:43:00 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:43:00 PST 2020","","","3IKZ72A5B8REO2992I69C8NS7C1FN8","A23TGEQ4CG90PA","Approved","Thu Jan 30 10:59:19 PST 2020","Thu Jan 30 10:59:40 PST 2020","Sun Feb 02 10:59:40 PST 2020","Fri Jan 31 09:02:35 PST 2020","","","21","100% (191/191)","100% (191/191)","100% (191/191)","1006","pick up a grey key","find and pick up a grey key"
"3FHTJGYT9QBHI3JN3FKH9YWBSTZGPB","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:43:00 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:43:00 PST 2020","","","3EF8EXOTT56RFXOGGLZWUZ2HXJ3J1Z","A3CE2XO7NLBGW","Approved","Thu Jan 30 11:41:46 PST 2020","Thu Jan 30 11:42:20 PST 2020","Sun Feb 02 11:42:20 PST 2020","Fri Jan 31 09:02:36 PST 2020","","","34","100% (91/91)","100% (91/91)","100% (91/91)","1007","put the red box next to the yellow key","pick up yellow key use on yellow box"
"3PMR2DOWPRCXDD8KOZ9223URBOP45Q","3SUQABPVM70AXLQ2TYSAQNYP89TUW2","Give instructions to a robot","Give instructions to a robot","video, summarization","$0.12","Thu Jan 30 10:42:59 PST 2020","1","BatchId:3906527;OriginalHitTemplateId:928390876;","3600","259200","Thu Feb 06 10:42:59 PST 2020","","","39OWYR0EPO2801DN9KFKTOLZBWXFYQ","A3444L9PLEIZA9","Approved","Thu Jan 30 10:46:08 PST 2020","Thu Jan 30 10:49:08 PST 2020","Sun Feb 02 10:49:08 PST 2020","Fri Jan 31 09:01:50 PST 2020","","","180","100% (1/1)","100% (1/1)","100% (1/1)","202","open a grey door","open the boxes then pick and carry the balls to the door then open the door using the keys"
